Babies (Bébé(s)),Sim Clausen,69,215.01,1968,7
Heartlands,Jo ann Biasioni,139,104.8,2016,9
Sky West and Crooked (Gypsy Girl),Howard McPhee,126,149.28,1990,6
Nobody Walks,Nevsa Langstaff,157,70.24,1996,7
Ring of Bright Water,Ailina Teligin,97,146.15,2020,1
Attila (Attila the Hun),Arline Drew-Clifton,176,31.95,1964,4
Fade to Black,Ly Pilmore,135,117.46,1960,7
"Dead Girl, The",Ezechiel Hoggan,47,41.14,1968,2
Baby Doll,Karen Hussey,131,56.61,1985,8
Noah's Ark,Pieter Scholar,22,247.61,1973,9
Münchhausen,Nessie Mertin,112,218.18,1980,4
(Untitled),Vance Denton,90,87.68,1997,1
Blonde Crazy,Grete Thridgould,83,37.13,1994,9
"Dirty Dozen: Next Mission, The",Joanna Wylie,138,160.0,1970,1
Hello Down There,Aubert Garm,124,116.5,1994,7
Collapse,Leeann Beeton,80,161.62,1976,9
Young Gods (Hymypoika),Louis Kinkaid,25,133.93,2013,9
Outlaw of Gor,Ardelia Hennington,28,91.23,1965,3
David and Lisa,Sunny Levin,125,44.66,1974,1
"Girl From Paris, A (hirondelle a fait le printemps, Une)",Evangelia Uzielli,151,184.12,2007,4
Entity,Quentin Oldfield-Cherry,108,233.59,1974,1
[REC]²,Sandie Hedditch,44,34.63,2001,1
Belizaire the Cajun,Saudra Covotto,67,189.88,2006,4
Hobson's Choice,Brigit Pahl,109,54.27,1965,4
"Acid House, The",Kittie Faithfull,31,98.41,2008,6
Dear Jesse,Christiana Crane,118,118.68,1994,1
Young and Innocent,Raeann Kobu,67,187.85,1962,3
"Conversation, The",Lilllie Nehlsen,168,191.73,2003,8
"Woman on the Beach, The",Torey Keoghane,96,202.03,2020,6
Iron Eagle IV,Berte Holborn,111,97.53,2001,5
"Parent Trap, The",Hortensia Rantoul,150,203.43,2020,10
Topper Returns,Travis Hoyte,157,33.82,1965,2
Zachariah,Ailey Petts,57,239.19,2019,6
"47 Ronin, The (Genroku Chûshingura)",Allard O'Sheilds,172,106.89,1994,8
Factotum,Keen Lambert-Ciorwyn,159,169.24,2018,4
Eight Days a Week,Doti Elsley,28,196.63,2005,5
Generation Iron,Zorina Geeraert,157,235.07,1963,6
"Squid and the Whale, The",Christen Schaben,80,82.5,1988,9
Jack Frost,Korella Proby,65,149.74,2002,2
"Saint, The",Ingrim Dairton,65,225.5,1996,4
One Day,Kalindi Eglington,185,135.81,2020,10
"Mist, The",Luz Genn,161,190.73,2006,7
"Big Bang Love, Juvenile A (46-okunen no koi)",Elliot Siemianowicz,169,138.41,1993,7
Steamboy (Suchîmubôi),Grantham Slowgrove,54,184.85,1968,8
"Marriage Circle, The",Birk Hasloch,156,142.02,1966,9
Fire Birds,Hewitt Coudray,174,247.26,1974,3
"Marrying Man, The (Too Hot to Handle)",Noreen Ashtonhurst,70,143.96,1976,4
Fetishes,Krissie MacCartair,193,86.23,1963,4
Blubberella,Ketty Heaton,198,106.84,1988,10
Family Weekend,Maison Crofts,155,51.68,1967,9
"War Lord, The",Harrietta Manuello,185,213.75,2012,3
For the Love of a Dog,Isobel Le Provest,112,139.73,2006,10
"Bohemian Life, The (La vie de bohème)",Michaela Tiffney,146,62.46,1972,10
Captain Ron,Merrielle Lowen,193,77.82,1994,6
Message to Love: The Isle of Wight Festival,Van Tilliard,41,140.21,1974,9
"Girl in the Park, The",Rufus Brayfield,89,163.58,1981,1
10 Years,Frasquito Fellini,104,208.41,1960,1
Katsastus,Odo Chaffyn,200,149.97,1960,3
Excuse My Dust,Maddy Bayliss,120,193.04,2017,10
Adam's Apples (Adams æbler),Eugenie Pelham,160,75.91,1965,6
Sanatorium,Corey Bolland,31,70.04,2014,8
Lady Liberty,Ransom Hanwright,199,175.49,1974,4
Bliss (Mutluluk),Elnora Cross,119,241.91,2013,5
"High Tech, Low Life",Mindy Tulip,46,215.88,1966,6
Muppets Most Wanted,Allianora MacGibbon,123,181.69,1982,6
Jesse Stone: Night Passage,Gretal Regan,163,101.16,1960,5
The Forgotten Woman,Valry Tabbernor,160,42.07,1980,9
Chances Are,Courtnay Voice,159,96.24,2011,7
Doggiewoggiez! Poochiewoochiez!,Thekla Ellicott,122,186.61,1960,2
Cave of Forgotten Dreams,Bernarr Witnall,68,196.32,2005,2
"Not Quite Hollywood: The Wild, Untold Story of Ozploitation!",Barry Palfreyman,199,109.72,1976,9
"Very British Gangster, A",Karole Dabbs,198,209.83,1973,1
Biker Boyz,Vanya Dinsdale,69,57.11,2008,1
Don Verdean,Tyne Naismith,101,200.01,2004,6
Footloose,Leta Cromett,122,53.41,2018,6
Süperseks,Will Frantzeni,153,136.07,1970,10
Spaceballs,Robert Fitzpayn,116,111.83,2002,10
Defense of the Realm,Concettina Mallatratt,145,169.31,1984,8
Cornered,Jess Melior,58,118.06,1975,1
"Tourist, The",Theo Lindbergh,131,193.76,1967,6
One Way Passage,Maurise Michael,108,218.72,2008,2
Black on White (Mustaa valkoisella),Antonietta Lordon,142,68.53,1961,1
"Trip, The",Dicky Pala,167,55.92,1998,2
Dead of Night,Lilly O' Mahony,119,208.79,1970,6
"Mother's Courage: Talking Back to Autism, A",Pollyanna Bassingham,91,172.49,2013,7
Dogtooth (Kynodontas),Merill Schimek,117,176.78,2017,3
Defiance,Idelle Gilroy,23,178.65,1987,6
Last Stand At Saber River,Elsinore Massot,47,47.13,1979,5
Critters 3,Robinson Avann,21,130.68,2009,6
Swing,Lutero Castell,146,220.85,1976,2
Ivanhoe,Any Crosen,164,91.95,2013,1
For Greater Glory: The True Story of Cristiada,Mimi Gilogly,163,159.15,1998,3
Night of the Comet,Angie Davison,46,30.41,2008,1
Aladdin and the King of Thieves,Carmela Cameron,158,135.5,1997,8
Sangre de mi sangre (Padre Nuestro),Gill Withams,198,215.32,1983,1
"Seven Little Foys, The",Sherwin Stable,182,133.14,2014,3
"Eye, The",Haley Ghioni,24,247.15,1968,5
Alice in Murderland,Dorian Lamartine,105,188.66,1980,6
Best Man Down,Maude Deering,182,44.17,1992,8
Swimming,Elly Coventon,167,248.76,2003,2
Jerry Springer: Ringmaster,Theda Haldon,134,67.69,2020,4
Alone for Christmas,Crystie Rounsivall,108,143.91,1990,2
Creep Van,Dannye Elven,198,52.53,2011,2
American History X,Ban Vautrey,195,85.17,1980,3
The War at Home,Hussein Penna,152,98.94,1972,9
Ratatouille,Lory Leabeater,27,118.87,1968,6
Wallace & Gromit: The Wrong Trousers,Izzy Tomsa,102,103.23,1999,8
Trick or Treat,Giffard Mailey,195,186.11,1987,8
House of Angels (Änglagård),Moreen Atyea,169,203.56,1983,7
"Matter of Taste, A (Affaire de Goût, Une)",Conn Brunt,179,212.24,1992,9
"Cat in the Hat, The",Kennan Summerly,154,94.23,2004,8
"Foul King, The (Banchikwang)",Otes Bernardinelli,184,136.84,2007,1
Cloak and Dagger,Wolf Ullett,21,139.85,1989,3
Last Days,Nikolos Vooght,185,78.37,1967,8
One Body Too Many,Aldon Rhodef,142,102.12,2006,8
Who Is Harry Nilsson (And Why Is Everybody Talkin' About Him?),Paulie Hulett,148,166.65,1995,5
Suspicion,Wat Chapelhow,191,94.69,1996,5
Vacuum-Cleaner Salesmen (Pölynimurikauppiaat),Yurik Notti,57,236.7,1979,1
Lust for Gold,Cathee Rotter,21,204.55,1972,8
The Hanoi Hilton,Waylan Fetteplace,189,42.01,2006,6
Highlander: Endgame (Highlander IV),Rhody Hunton,126,246.22,1967,7
"Life and Times of Judge Roy Bean, The",Asher Side,25,31.77,1988,7
The New Girlfriend,Ransom Brittan,97,123.14,1986,9
Vision (Vision - Aus dem Leben der Hildegard von Bingen),Birgitta Sanderson,20,225.57,1987,8
Captain America,Olympia Salterne,47,37.71,2013,7
I Am a Fugitive from a Chain Gang,Freemon Gullick,132,154.71,1995,8
"Egg and I, The",Denni Shurlock,38,209.24,1982,4
Flicker (Flimmer),Jacquelin Carlucci,63,43.75,1962,1
Knights of Bloodsteel,Kanya Guerrazzi,136,38.46,1990,1
Mo' Money,Chaddy Larn,128,115.41,1965,9
B.F.'s Daughter,Hewie Hexham,73,219.58,1999,2
American Promise,Jacqueline Tander,158,141.13,2020,10
"One and Only, The (Eneste ene, Den)",Calvin Talks,141,200.79,2018,2
Superclásico,Randa Rhodef,138,86.74,1992,5
